index,phase,x00,x01,x02,x03,x04,x05,x06,x07,x08,x09,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,keff,keff_std,ppf,score
29,LLM,0.85,0.49,0.61,0.23,0.93,0.17,0.73,0.39,0.07,0.91,0.53,0.31,0.67,0.79,0.11,0.95,0.41,0.59,0.25,0.83,0.51,1.2725765196241265,0.001960725795356252,1.1021032478012915,-61.128825981206326
30,LLM,0.81,0.42,0.91,0.28,0.65,0.85,0.39,0.59,0.93,0.11,0.46,0.78,0.23,0.67,0.51,0.84,0.35,0.62,0.98,0.17,0.49,1.2737402045826478,0.0019232693353759996,1.1027428016932292,-79.1870102291324
31,LLM,0.23,0.85,0.41,0.69,0.31,0.56,0.92,0.14,0.75,0.48,0.28,0.63,0.89,0.35,0.59,0.42,0.79,0.18,0.65,0.51,0.38,1.2705686681899007,0.0016430012078972802,1.1117704430853341,-79.02843340949504
32,LLM,0.67,0.29,0.83,0.51,0.43,0.96,0.19,0.71,0.25,0.62,0.39,0.85,0.48,0.31,0.55,0.78,0.23,0.59,0.91,0.41,0.65,1.2706035032672491,0.0017075073385965623,1.1099365595256745,-79.03017516336246
33,LLM,0.41,0.62,0.85,0.35,0.59,0.93,0.28,0.49,0.79,0.17,0.51,0.67,0.38,0.43,0.71,0.82,0.25,0.56,0.98,0.31,0.46,1.2695908238677593,0.002033568257807101,1.1074024512974188,-90.97954119338797
34,LLM,0.8351285607962763,0.5412608852326105,0.2851130436007977,0.6843718682221696,0.5154681383416704,0.26498556457641975,0.8417877258303526,0.23594026834518997,0.957351058499516,0.5245133067523162,0.4332050592456588,0.6393265270531696,0.28605289876449,0.6727132869565742,0.4031923352315255,0.9817379221247526,0.33036848796186136,0.678712259786617,0.9440153629567439,0.15535519905768722,0.57083958834301,1.2762316019210074,0.001919384787937562,1.1143097167678766,-73.31158009605036
35,LLM,0.59,0.71,0.85,0.41,0.51,0.93,0.35,0.63,0.79,0.23,0.46,0.67,0.31,0.55,0.38,0.82,0.25,0.59,0.98,0.29,0.51,1.271886730279899,0.0017748661765643158,1.1178278451839716,-79.09433651399496
36,BO_1,0.5239632785191687,0.8337915740326288,0.17512885854568416,0.10483691973593279,0.6943645668563097,0.7415003291559585,0.25616581543848427,0.7095394177459678,0.5778996679999729,0.14543719241712416,0.021563803219454503,0.5377667574833115,0.37681550137396314,0.36155746092164653,0.8420608463806469,0.1278721495849856,0.8774815364813647,0.08452579567850038,0.9318239358515538,0.23661602052846797,0.5591075145568017,1.2719464846896158,0.001708715564633269,1.0990299821263163,-85.0973242344808
37,BO_2,0.4592792721926007,0.47115499245624015,0.5263541728596768,0.5839386048392097,0.4817811974037711,0.36291639499964223,0.5283065997083914,0.3819737320201402,0.5019611763397811,0.4956359286274501,0.5893411934837232,0.4698255319318253,0.4971908646429918,0.6040783905233689,0.33201628447220066,0.4744900348417534,0.6011369776822716,0.6097567295100375,0.5938080787327047,0.571363203896499,0.5785596501061729,1.270419049539189,0.0017325865342080159,1.1181484805847801,-73.02095247695945
38,BO_3,0.3890389590480305,0.5967156428399167,0.3035810309944521,0.48126212494454546,0.5624030572480899,0.5810108719416498,0.5728401611586285,0.5034504670234339,0.35183628783957943,0.3574161687280735,0.5987008336126173,0.553768926932843,0.48252397542958514,0.36561193421500415,0.3049372514326729,0.5138262934641958,0.522419557071857,0.49245872216578274,0.5207630959428626,0.4624070094285916,0.33827863218058,1.2675914827032804,0.001983256183772785,1.1059254529140454,-66.87957413516402
39,BO_4,0.44984968249712187,0.4268464064894104,0.33797100916536443,0.3559768758446808,0.5022322438111301,0.5249905843208027,0.4614634341102912,0.5244889972534869,0.3472953362063589,0.5025562487491739,0.33152376735713684,0.42970276222079834,0.4781435623590124,0.33736302340314306,0.331407530007218,0.4241236288422433,0.46456644026327504,0.37583109323054037,0.36562480330075825,0.5271991557743644,0.378625449451296,1.2729257859968102,0.002452208776597711,1.1028864751191825,-73.1462892998405
40,BO_5,0.401037461866513,0.5966428686678427,0.5027326220408488,0.49488939507642604,0.5584476900984288,0.36455001175884677,0.318969067260487,0.31603025583673755,0.4522503594791648,0.5802803146433255,0.5943978999019135,0.4357232421953762,0.31907017032990065,0.5923482234828428,0.30897135172529855,0.5947140258751442,0.49864214896143144,0.37571703745605844,0.4642221496565,0.5764663804221865,0.5162709496922954,1.2730206311707304,0.0018184096560366141,1.1002538808872724,-73.15103155853652
41,BO_6,0.4431904006886366,0.5751456891758138,0.3013759324234947,0.4167563066177553,0.34071136291759957,0.44840263977523037,0.375737474889258,0.3150803325020257,0.5846426079758882,0.478900086870933,0.57493299552263,0.32017423659220795,0.48755412380849883,0.3226175965636825,0.5774188102918693,0.38330100188318655,0.4276754865986182,0.3125463440998171,0.3133200697471647,0.43736750116330925,0.40213455320146696,1.2702822631844606,0.0016949593097567875,1.1144239905915672,-73.01411315922303
42,BO_7,0.5936756657283415,0.34443780997933293,0.32430190222689825,0.5404855534944091,0.484036578447836,0.467291056304429,0.580774635101516,0.5518146372405927,0.436162911623044,0.5531300456612629,0.6190238449830163,0.6136649281590858,0.33488798271840836,0.6223047471115467,0.33022138108357313,0.4488496888971637,0.42977670781351107,0.45363106678227094,0.5013850169304909,0.5086747897971848,0.34197468326006064,1.2712292019865437,0.0021697170011543204,1.1183114987504024,-85.06146009932718
43,BO_8,0.5320795703422716,0.4981984123735853,0.5523886543407686,0.3612559108148088,0.5472909719309473,0.3619929441209493,0.3380401076964389,0.4343947576893945,0.34897013151847406,0.5114071802106368,0.3251320339779717,0.3066893840139393,0.30784941755545675,0.5813820335342541,0.3159936452828156,0.5987661448010835,0.39562891575977,0.3029691706852988,0.3973656477685642,0.5815003578813713,0.3768367243557956,1.2703761800849878,0.0020905642566447996,1.1128370367920757,-85.01880900424939
44,BO_9,0.5674310461087398,0.5731591693250073,0.48722579804206895,0.5341141434086827,0.3277294939500976,0.4970597017283266,0.5721540576224164,0.32997118200377246,0.3268962803933923,0.27771037938737864,0.5418075213663144,0.3629207135150584,0.5728828151222255,0.4787413997355736,0.2856212789991272,0.3410587011651369,0.2856150623997882,0.3221732050525107,0.3564036928210733,0.4258422393283035,0.3729454751642766,1.272193431918282,0.0021030361022561137,1.1043065306958495,-79.1096715959141
45,BO_10,0.5547397559352404,0.5079998286231773,0.5111941723900351,0.32656258055506565,0.2645163570122201,0.4103582481653445,0.29355857003126945,0.3387043004476134,0.33228188179785223,0.28614385552364496,0.5317979231409088,0.5135174327999446,0.5101910087768797,0.2620745280635572,0.2686592517655689,0.2807230156060627,0.5431914164241876,0.496013714760259,0.34320906697184994,0.49852419927561326,0.2561344466900501,1.2743789120767155,0.0017015072000516626,1.1234141765319055,-79.21894560383578
46,BO_11,0.2707424881033008,0.47403314752672654,0.24340782421123128,0.4630091396632263,0.303742694828247,0.4593957900495216,0.4061786408362293,0.4375080155658889,0.5146876876178781,0.4227083552590396,0.503228069750279,0.39882536239456134,0.5344658471659551,0.4167682234345653,0.23916810324211285,0.4859075198399677,0.49672147733580396,0.5299024139641869,0.49184843433235115,0.5338591377377517,0.366354550126554,1.2692428373939568,0.0021267151591089157,1.1051400099260453,-60.96214186969784
47,BO_12,0.2679348711935082,0.4710110874006679,0.2662390854587029,0.5124042597950238,0.5212170722665218,0.5492681650422355,0.5336728281655054,0.49914015493280467,0.3557258084394977,0.5412104237748099,0.5326716777790719,0.39522167568568933,0.5357363608146681,0.30154946293812285,0.3377928064983487,0.33803800041852416,0.546908099069817,0.3071564691311229,0.5245166212677472,0.2791990781734783,0.3315514439114223,1.2716291753894442,0.0017515420813200764,1.1212804828386247,-67.0814587694722
48,BO_13,0.2707988666749672,0.4993209245371113,0.23519451091864407,0.5306035290803484,0.275797014662412,0.3602904832130307,0.3647937541352082,0.523736964371982,0.4980323537874044,0.35798164252206977,0.4764657026919502,0.4453829444509875,0.41873264492646245,0.5199443269538462,0.2587951580932262,0.4102073055896147,0.5021333491730972,0.3273155071890511,0.42034643459095633,0.484504498889047,0.496216097679843,1.2709004310763616,0.002019116289393808,1.1061876542405518,-73.04502155381809
49,BO_14,0.26728996479397427,0.41058420939420825,0.2742380415975958,0.448708827900005,0.2825102130318479,0.2735560715432787,0.3902472637675387,0.2790195018754472,0.36303095701176463,0.29981264393519313,0.4345790148746268,0.39836901391958035,0.46381308970846113,0.452756466392041,0.30273431722211075,0.4556530079609917,0.3593516498898843,0.2721506536620142,0.3686270656428436,0.439940245630681,0.3519189924934286,1.2686776830509772,0.001771320889433941,1.105383727255821,-84.93388415254886
50,BO_15,0.4079117122214745,0.4888570725468332,0.20562208686260833,0.2228984189534335,0.31399643118506365,0.48393283110880014,0.35202565240943695,0.24444101004876923,0.49093323309131065,0.33135626738241586,0.37809268948649816,0.4337880253238474,0.4949786415048215,0.44474589975268686,0.22785308251311337,0.43355836642583534,0.3021531146648233,0.44155614761480183,0.4153839726677627,0.2100971324116902,0.3751770858212253,1.272067266194924,0.0017704752466570677,1.0990218088598362,-79.1033633097462
51,BO_16,0.258371583156149,0.43190893092862126,0.2618071188734782,0.433482015342241,0.3202833978082808,0.30626902981183896,0.2593096189393036,0.24836957697415532,0.2701449151741571,0.27646637836375626,0.4079510041260594,0.31890274917765965,0.24867264201034225,0.3924474229802516,0.4352574796533755,0.29972794262628505,0.4326728914341511,0.36963245918298177,0.36555184082978354,0.28827260443719355,0.2941488207102189,1.2698619379087368,0.0018730030335923718,1.1036664507129808,-72.99309689543684
52,BO_17,0.3629842744504259,0.44153890333557533,0.4428287862347924,0.38914247134389846,0.25084281553948656,0.4568113510914875,0.35055323735542265,0.44734666372938137,0.22084346696807894,0.38039828061708114,0.4306848259854559,0.4047232105400219,0.4761477100199,0.3777806192045037,0.1819302665291359,0.38766010086977426,0.47544020374015306,0.45669163891616094,0.3823274340424872,0.19020914618452728,0.4026251166790799,1.2692635886585153,0.0018813183921379296,1.1013093054342604,-72.96317943292577
53,BO_18,0.16973863315202434,0.22064852819744993,0.4566164555117572,0.4277975010448205,0.21482591713980503,0.3997647613902877,0.43529611522346245,0.17541440911873543,0.4017384000600953,0.36359929448689593,0.42823457759834993,0.4351683395452661,0.16493395299571684,0.26124946299417945,0.3242064112425838,0.3744867785716526,0.17189445113570154,0.3553898691697386,0.3557923625077346,0.19460207958725861,0.2048201778620544,1.2714131222351863,0.0020092038445853147,1.1159460081086214,-79.07065611175932
54,BO_19,0.15394514200353898,0.250694746433195,0.37704069065360946,0.3818115292623846,0.18610679368779134,0.43847179904311895,0.26783055640539855,0.25277369021635093,0.35047895741730445,0.2624908028977123,0.3570238114715941,0.32763371533554125,0.3328717511760022,0.24780618487788963,0.18035487533184966,0.30649202887934945,0.43171926029336205,0.28989363119248224,0.3663054947306127,0.308622053209314,0.30828929196287813,1.273081716950547,0.0017461489763416274,1.1026346772765765,-73.15408584752736
55,BO_20,0.22790838611669756,0.1666588657136534,0.13661575272688672,0.4043429410250673,0.2114082011926145,0.23611685518904937,0.4194629767788125,0.28387587627142696,0.30340394265238835,0.2979181276714802,0.18781297857029305,0.21034288744933266,0.2893088105486229,0.14397748880397185,0.17856312676161223,0.148281828342836,0.419641283044192,0.4266315483451646,0.30730548163963234,0.4082966565920986,0.2711173434417146,1.2725178083967101,0.0017514925961982515,1.107494988108385,-85.12589041983551
56,BO_21,0.3068959617368201,0.42123719139177074,0.16148453714323419,0.15210943587449546,0.25477049644927297,0.4362140520759056,0.14705398860217958,0.22829178576823383,0.21227059974750634,0.2874645388144834,0.34201837525629175,0.36857173424275524,0.16197328623718693,0.2821444446553642,0.34147429475758984,0.15586456456891565,0.433472419841354,0.1640032791013803,0.2129854910289094,0.420080707790661,0.1975945173286632,1.2685718961189505,0.0018136629999099063,1.1293591188195762,-78.92859480594753
57,BO_22,0.17979262589990305,0.45994338787305666,0.20073975131829808,0.3425739801966685,0.42954097210257347,0.433729833879685,0.2297878870603033,0.3489879835233971,0.4464822184819792,0.4117138191894435,0.4103389869083672,0.18521482628849265,0.34257909979974643,0.20959189496003744,0.31603314987975306,0.4242211166087344,0.4592647641668862,0.44930262617098626,0.22449034305095755,0.3458766485542565,0.3355663465417543,1.2741220572875982,0.0019061835788520042,1.1089644470039706,-67.20610286437991
58,BO_23,0.13501592854086145,0.4203883830400542,0.3651903677901461,0.4176321594357334,0.154364742989696,0.13642664951928826,0.15109338354370086,0.3623581353619314,0.42258251768003063,0.24644992923539066,0.42676135017951033,0.16525162271725263,0.15753269339009168,0.1634914464935531,0.24997508173668864,0.16674306736053063,0.4179150680458876,0.2825273008239454,0.27593913879887566,0.17210799323050707,0.2968295841413573,1.2696317097915342,0.0017245014114701867,1.117745786538927,-66.9815854895767
59,BO_24,0.17303427213607037,0.39820760322967796,0.3981398598831688,0.38532034787581726,0.3887993223362253,0.18552178821601623,0.2774244463301855,0.1272199004067679,0.2876218287616501,0.27252023316962987,0.15247664911516345,0.1617893965863384,0.30935746051932733,0.11437746794538878,0.10819878308443072,0.3987817410831558,0.38129476351031977,0.3505335108349539,0.19259669755170256,0.2453419765230094,0.35444802391312136,1.27221442233167,0.0014160143273922606,1.103657743741915,-79.1107211165835
60,BO_25,0.10082510327340642,0.3726763124140597,0.2648042249656781,0.0802083136400362,0.09445496510224365,0.21486546855616698,0.35330394748481453,0.3070929598638594,0.27171887789128424,0.32054015670247893,0.3602279854920287,0.1132352153788285,0.1319077952551454,0.0829086219867502,0.19753340996667745,0.3255241564771322,0.1405004372510656,0.07687404484596613,0.26074080181013304,0.3336796175131845,0.30930240838593415,1.2689403363906238,0.001743270592842926,1.1090073998354788,-72.94701681953119
61,BO_26,0.1024839188487525,0.12914920921962877,0.35541218066769953,0.36814896491162474,0.25150237596083297,0.13431370609089957,0.26136770572888457,0.30449884485192136,0.24958120486527552,0.2797474019990468,0.3754470938682323,0.3073063355181832,0.15833295055898375,0.10231284874350088,0.10752591483123831,0.20016468427083095,0.2806946773392378,0.08859140338906267,0.3281144295367759,0.24058193850143947,0.15324216360784437,1.2734765688047436,0.001554221245300353,1.1044321711978944,-85.17382844023717
62,BO_27,0.10197223479340659,0.37872134350796016,0.17658306585770944,0.36832337931882686,0.1459942753450671,0.21986303062751325,0.38595091964692774,0.10553044073089052,0.24744185386286435,0.345257019957683,0.3898291977461621,0.10866916898118673,0.11708580772907884,0.16002546120195105,0.35223784962442306,0.2545498812273047,0.3784187210544956,0.3769914592471394,0.35069293433741444,0.24989844303260694,0.10924092414491188,1.2720521420691242,0.0018568223532965998,1.1234572565806227,-73.10260710345621
63,BO_28,0.23205883249952017,0.2611735763250371,0.2550478341698193,0.2221437076002717,0.22434553303932403,0.28101752567055616,0.2396000915380785,0.2779758849904796,0.25402999865943193,0.22200616274516927,0.20050104839667404,0.2566394780335918,0.257923758228701,0.2991378803955142,0.20650648758846474,0.2945518254222119,0.20097989220854381,0.20307943626304925,0.25036319052879813,0.21230275635745055,0.2756317290837508,1.2733109979656703,0.0018281545520953287,1.1055239756540707,-103.16554989828352
64,BO_29,0.27059566800132895,0.18257770514063343,0.17709713829614962,0.2656934270490324,0.2696188693793855,0.2479380018682198,0.2259750305548643,0.24308963266535608,0.22747416240910703,0.2497140947934971,0.272848555239845,0.20929831610655625,0.2729854436816912,0.17735667755833467,0.24561168640698242,0.22714710198381521,0.18167288067888077,0.1953852497461711,0.19353059967726913,0.226281211878632,0.23804775622331437,1.273488810556029,0.0017461336722742308,1.089726792829931,-91.17444052780145
65,BO_30,0.26784692354004624,0.27505747831687716,0.27259010079971957,0.21346977043375254,0.23396868943916388,0.17717989788624733,0.19588707831089405,0.23361688445779796,0.1945239140354708,0.2570925931931312,0.2748800448243085,0.23450887462109032,0.2607201330226949,0.17817435889902983,0.22006059199529585,0.17931643685544646,0.26681970513618763,0.24944410397579236,0.2464247957205172,0.25452712559134055,0.2113743522839123,1.2706289381975566,0.0017083195106660644,1.1123169550381606,-73.03144690987783
