index,phase,x00,x01,x02,x03,x04,x05,x06,x07,x08,x09,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,keff,keff_std,ppf,score
18,LLM,0.3884471571571989,0.20255983255310628,0.33574000769353773,0.15277084785913886,0.9837284393593713,0.3061638094692122,0.3720440803142978,0.18183513048948308,0.3211659853188673,0.07986925415886514,0.7591417370824894,0.06008605821658053,0.9845261596038773,0.0657224053034492,0.7102335801355416,0.38802168949828353,0.1477665830165833,0.6179709133604835,0.23676015710037834,0.6834366103173081,0.33628450519985464,1.2724001888430894,0.002139842870456858,1.0999436654929853,-79.12000944215447
19,LLM,0.9828360941419952,0.8905289822917017,0.6869577220145151,0.13525401668075376,0.3894256395049335,0.298846439643193,0.7795503372926362,0.0035190537571992975,0.2894915914548495,0.7229231235954112,0.5383960951525696,0.6656535905230915,0.8705472269449219,0.6744296197224703,0.9848837464764187,0.3143469434474263,0.5991135235812274,0.481233993240204,0.8036887827264548,0.8358221833040723,0.4214105021324137,1.2742313259571152,0.0016265006513794702,1.121973449966064,-85.21156629785575
20,LLM,0.3267101169646185,0.4387017836164555,0.36738261611270484,0.05326769732663417,0.3786925935339337,0.26119039381999465,0.7368625629112936,0.5830228844572116,0.010588292075813577,0.6598387737954808,0.3048822285423112,0.8094723174225472,0.32994219225543986,0.5719077596077058,0.36036674957284387,0.9275570693004868,0.881858197104945,0.3701835217046129,0.0840706792685263,0.45523826927521205,0.941208235277669,1.269170241858128,0.0019161749201285672,1.1085034442668051,-78.9585120929064
21,LLM,0.04481973592218369,0.40527256939899625,0.7258338235563512,0.297409038951008,0.5625094047327053,0.03515872651060736,0.840230933195095,0.1093224687557951,0.5891973103748435,0.3221994339949338,0.48617415142747245,0.7144160486655009,0.26171275328716725,0.6679939651282571,0.4390242240463713,0.5604569414046343,0.5517132060614189,0.6635965429197662,0.07858442635284402,0.4092771848724154,0.45301436975999065,1.270601615331868,0.0016936921022688272,1.1114773473672883,-61.0300807665934
22,LLM,0.3308360769351092,0.962626954036192,0.25727301023890536,0.9039305575666972,0.6632425477603763,0.13740176865406373,0.49254383752513553,0.772135238269084,0.9002933627225288,0.3097234960203443,0.6595384395484862,0.3419904721659601,0.39573741266131646,0.6247082469696696,0.21031379671284722,0.5577991656111053,0.48798980132269565,0.6509778897546664,0.6510262445433934,0.7417593961302039,0.6929068461365738,1.2710745053822967,0.0018096346075664686,1.1080804610412516,-73.05372526911484
23,LLM,0.3680194237839458,0.4262641964681535,0.9971855047603907,0.01872252331697588,0.09759601453425448,0.8168449655061822,0.560588311573835,0.2757987605812553,0.5296982613696377,0.2517683385032692,0.83574788753756,0.04864969647488171,0.6601434898868039,0.10486213745748474,0.9043927918933228,0.7046143050224858,0.3584683109150989,0.16623027567322357,0.4761525798607986,0.38541133366347813,0.8280553996058955,1.2673292468795112,0.001501445102318202,1.1044701410746882,-66.86646234397556
24,LLM,0.15,0.92,0.12,0.95,0.08,0.98,0.22,0.91,0.05,0.97,0.18,0.88,0.11,0.94,0.03,0.45,0.38,0.52,0.25,0.74,0.68,1.2698566241601859,0.001995299579765293,1.106829463418484,-66.99283120800929
25,LLM,0.12798735454431012,0.9408206569853448,0.09922083594716617,0.8927306071789397,0.0,0.9950744389610319,0.33997241909030823,0.8258764545971397,0.08073485012147241,1.0,0.25619353417620805,0.5632315274614166,0.07635329236479867,0.9295877303230332,0.0258421098988838,0.9275684426441555,0.4355728715904714,0.47440894360719715,0.3241389835914931,0.9471633612303858,0.5722384793242317,1.2698566241601936,0.0019952995797567056,1.1068294634184837,-66.99283120800968
26,LLM,0.16017286617011428,0.7295482387927519,0.20578319001046882,0.9382894812316304,0.0,0.9226271880917207,0.1506109777067658,0.6947372482513845,0.20686509176635873,0.7658680668597732,0.1231460368423564,0.6490223315366092,0.0,0.8970864344502275,0.10127705847496558,0.7581381870063271,0.3686415015794769,0.5553060811674493,0.4678128870855489,0.7728463852693096,0.6380471653116824,1.2715775570669217,0.00199531354575706,1.110528077370056,-73.07887785334609
27,LLM,0.04937266977821134,0.8291495181170541,0.12011878722291111,0.7969995981426201,0.0,0.9481575283828841,0.28688731137316115,0.9501613831918927,0.0,0.8299883548602882,0.053149186638385235,0.7396255845510191,0.006764861473198429,0.7345414866998646,0.13388654456481125,0.5355057610404346,0.34319449217841486,0.5109732542710551,0.3236701427790068,0.8179376252984389,0.7482170774316496,1.2711303161048477,0.0018097633973530487,1.1183894181035094,-73.05651580524238
28,LLM,0.13643310011412405,0.7680960926964422,0.24603308277640834,0.782860692456781,0.0,0.9033611208285991,0.22342559139513726,0.9357296222288689,0.06916885565912352,0.8834431234898328,0.23743879470231477,0.7975506280063149,0.26384902645268765,0.9334690567566389,0.04800952966585377,0.8738120078733193,0.29771694836163265,0.5066535186309128,0.26870685760230717,0.7856954105728777,0.6683315597025297,1.2709379798084404,0.001771274048315737,1.106185106199865,-73.04689899042202
29,LLM,0.0,0.6663368930841692,0.2166311659046795,0.7798363294899446,0.058876874312965094,0.9775387091372029,0.24053101266131427,0.8312936262703323,0.08068586663519628,0.8310286189136468,0.25802039314793407,0.6710648910052511,0.26115221302742697,0.797048157483505,0.11130297865131303,0.6448093363178794,0.20705643562418255,0.6236920150347591,0.4227024530458597,0.8361195143313161,0.6696419057099434,1.2718348792639074,0.0018071686487335994,1.1026296752467928,-67.09174396319537
30,LLM,0.027873214405390808,0.8927522788135355,0.08657429084027261,0.8929114411661347,0.09823590108349523,0.7319114761277914,0.0,0.8875717895985823,0.03261669753215694,0.6017120463909743,0.06187354513255607,0.7630614341191129,0.11739063303667818,0.7302869847549764,0.030671711244791566,0.7856765924382949,0.04868852668180237,0.7323832950554471,0.09103866872751226,0.6373311215525993,0.032040756430996964,1.2709560479459474,0.0018887725888066707,1.1076380080781276,-85.04780239729737
31,LLM,0.09752360479776156,0.7169945939443345,0.12474116141925776,0.7707269355485218,0.06585288408358482,0.7409284627412822,0.05983616071604528,0.7312458347784255,0.0,0.6314551440838797,0.0647211202351027,0.61576099975596,0.01817271689195366,0.5950640360484604,0.0,0.8220258104172792,0.05895045185626513,0.5474430602600474,0.2748740547383979,0.4881398976435823,0.020144414424639517,1.2708261249015171,0.001716233750289435,1.1113143190769788,-73.04130624507586
32,LLM,0.09,0.78,0.14,0.83,0.06,0.71,0.1,0.65,0.03,0.69,0.12,0.74,0.08,0.8,0.04,0.86,0.17,0.59,0.15,0.53,0.05,1.271724659134629,0.0016953945918914254,1.1142855043716604,-61.08623295673145
33,LLM,0.12177241841549652,0.790555807424981,0.11888128437300483,0.8024518061153472,0.14106494254065544,0.5774120425910366,0.025946539657708392,0.5888196696769581,0.0,0.6106300643876822,0.042082985991041905,0.6412518970178935,0.09577052014504055,0.6711230556322174,0.12372236084706195,0.738620623178154,0.1281692358448882,0.5670565805402266,0.22814632411684682,0.5424049681968102,0.0,1.2699214391667442,0.0013954745774848814,1.1003665860520357,-78.99607195833721
34,LLM,0.2487399350567594,0.8891453756026062,0.15631330741784621,0.6413343345391773,0.06276192175691744,0.5019065448993588,0.01524188116770808,0.6806475465696076,0.034870697993331395,0.46092839623617127,0.016960520136215594,0.5978060607666317,0.13712258586264717,0.687964300521527,0.0,0.6956737369835865,0.22819356276646813,0.3667485688053446,0.19811445004800377,0.5276897017316446,0.10600973841151427,1.2709379798084364,0.0017712740483119011,1.106185106199865,-73.04689899042182
35,LLM,0.09430625879817581,0.6941584894470879,0.25179039481571686,0.8174675311280215,0.16913011413420367,0.7410094299362469,0.07938515706310074,0.6516536034945718,0.060838793360039556,0.6412542600624077,0.10258625042825975,0.7239338540681357,0.06822962635280189,0.766044841454401,0.06954008605894946,0.9049187220148366,0.15705797534253496,0.4987613136103455,0.25570386119349,0.5677119249993549,0.1176026826569945,1.2702165776620755,0.0015940580314977545,1.1056176979086407,-79.01082888310377
36,BO_1,0.41232311183653236,0.17033892995519107,0.708788968710616,0.8691307248341239,0.5465817305697646,0.19309043808386472,0.7086508955749875,0.45198652542205975,0.3133391766024839,0.81514763391846,0.006547596659513211,0.7777596999989201,0.3951696917638625,0.5755253232114043,0.4910089480532931,0.543308530294976,0.9216250483957545,0.45532374618170635,0.42029972466018817,0.7014491294399586,0.29557312512320466,1.2761499230074829,0.0017900759109005199,1.0937625592260403,-85.30749615037415
37,BO_2,0.2558491081815719,0.25923740720607835,0.26301868653666627,0.21248017436066577,0.19047438742123757,0.2654461363400628,0.23534502028539658,0.2144283779192558,0.238604796306026,0.19808959030029788,0.30745623425690016,0.26814747760898644,0.25150631892124403,0.20011396388858815,0.2515699442723965,0.24288220883348244,0.25982998254299217,0.2175788798855266,0.2016904630678192,0.29590165155822945,0.27295591595683566,1.2703553406619135,0.0018431875063456846,1.1048899460616857,-79.01776703309568
38,BO_3,0.24819474269732492,0.2479196676811899,0.09243986214788412,0.14955467491222782,0.07786765005449793,0.33439356004884013,0.09056915233849575,0.12425398901575198,0.09158434491132043,0.29520974116724086,0.2815678515387263,0.15637748992869036,0.3133532891188443,0.27757821083120776,0.36975330027843467,0.21341708296542322,0.13959349888957157,0.27930362007428033,0.12406944948365972,0.26173235318457644,0.1917073206800019,1.2715957656197798,0.001661380495089315,1.1055644252288959,-67.07978828098899
39,BO_4,0.44471459717799455,0.3625437387374704,0.172776597543661,0.3877118925413763,0.21232421307590407,0.303404571300554,0.2721106297875999,0.37308422989149803,0.459210067514349,0.4080540330945658,0.30890554249747504,0.3378674462510984,0.22819222788669227,0.3102331686995551,0.21040109506552676,0.16911059045123222,0.3928257825510476,0.3295370938107763,0.3367894327430463,0.2990485424278246,0.21742952993970574,1.2755536771844045,0.0018748710933142877,1.102585075363575,-73.27768385922022
40,BO_5,0.20625593507736997,0.1876991386924404,0.29237578662549835,0.2763158396313167,0.31996687876655916,0.27579827581122046,0.2871505300951125,0.2577804551412418,0.2060435736755574,0.18670093693816261,0.3010769370825701,0.1970994973208831,0.2437411364997184,0.30311545704111453,0.25690680077500055,0.33695479154509206,0.31852595652587945,0.3280880933795767,0.30662667261525695,0.28950373708068444,0.24481169951426868,1.2698226143255287,0.0016302105098590146,1.1047727827296503,-78.99113071627643
41,BO_6,0.16866621937637843,0.255125391935242,0.4585066528744497,0.2470455531280195,0.4748498052246495,0.170386590487595,0.3993120091749808,0.26065725132124234,0.46752057100093536,0.29054693615213695,0.4597734430265322,0.3896501275861187,0.2805590145839273,0.4492147851967535,0.35455381250919205,0.33005970180920696,0.290938458746941,0.2547656333509353,0.45724548490845274,0.42653495385345086,0.4023128934850223,1.2668754803672546,0.0020145384203218743,1.121657312532819,-78.84377401836274
42,BO_7,0.3255389254305652,0.25291090441960024,0.20152559848938276,0.25633727431893244,0.33995626963594183,0.333955361706225,0.20887770393191085,0.2018090102176233,0.3481234910060102,0.24516127507541166,0.19101565181228553,0.3321231486196248,0.2715391563390376,0.29209806555164597,0.3347245670499147,0.3022907256491862,0.25753141677170577,0.24339135346764829,0.22781863630177965,0.2942868681004266,0.27901660033314435,1.2744048595285808,0.0018164424949268026,1.1090159613374022,-85.22024297642905
43,BO_8,0.4118640747563337,0.5116863114357814,0.44163024111593085,0.5335576434196687,0.030740936310983,0.505230672063003,0.2728310086531471,0.5148346865745873,0.40459253431069514,0.20903642981506573,0.20495989426829886,0.4536606934585829,0.2755600796289126,0.5200083467451897,0.004984071724232395,0.40242956523485757,0.48321507719407264,0.27902013106639095,0.392653233660198,0.3153572787736377,0.11820054681702602,1.2715775570669248,0.001995313545746588,1.1105280773700563,-73.07887785334624
44,BO_9,0.23486347844109973,0.164704830662751,0.3257735878329949,0.22840428054197448,0.5332133858343244,0.3625913164194275,0.15500198574988855,0.5192234340649347,0.03583736441765267,0.5162697043002399,0.055807208120358054,0.4885383070076921,0.45587934639389965,0.28301616867571977,0.42268113557071685,0.29146578051027233,0.30275538146947917,0.1614687756894156,0.46514213088907364,0.3737617713623174,0.2358472399975765,1.268184501423535,0.0016877017468436247,1.10477181746406,-78.90922507117675
45,BO_10,0.25094807122480217,0.3444676545668347,0.10180931068956955,0.5342845061472755,0.05428992958244844,0.4170399937736969,0.3930866263245949,0.5428492544394049,0.38198477380833823,0.08594257762688245,0.18286634838417049,0.4335652627140198,0.497676206582604,0.20068199286458865,0.4186113588346943,0.06185870674874927,0.15745009856937958,0.31070270150894935,0.14832405100221102,0.35162922800509705,0.10344636446867977,1.2678182348883842,0.0017548786262245677,1.099988325988349,-78.89091174441921
46,BO_11,0.6965771389325832,0.5841512818938213,0.5567610048506603,0.530498230541429,0.5180594058572382,0.6212103263095324,0.687844504966874,0.681271194456243,0.45440234140115093,0.6758416351901204,0.7354627792044007,0.7048254733831059,0.5827920798330373,0.5793287086274852,0.5327556989457561,0.7458369398159841,0.6780078384901648,0.7315643422637161,0.6551599069027426,0.6549584637456374,0.6943750977419029,1.2723293504862563,0.0019053629214000635,1.0993598267483393,-67.11646752431281
47,BO_12,0.482849010220382,0.5164461525324175,0.49965748740487115,0.6809542707771326,0.48104768157694394,0.5295176173836127,0.5023727651160234,0.5150582085643853,0.4141734056524239,0.6884197511329603,0.702501317457465,0.5099718800895342,0.508589099514957,0.4365689176740705,0.6914438885653411,0.4294291498087631,0.5365479973481427,0.4331305745472561,0.5560945828319548,0.6790369837918748,0.6649192941286697,1.2687530825658995,0.0022142917751784915,1.1049743555643743,-60.93765412829497
48,BO_13,0.5517094412966932,0.3135609868418109,0.5298150136573495,0.3956627748812939,0.4908640138912221,0.4178940163130437,0.5263154168164659,0.5708665423042534,0.2927979716808323,0.5683050353521358,0.5732478538968419,0.39279258065406053,0.5556234712460162,0.38571633063018507,0.5250584465739702,0.4876523805702831,0.5715502620396438,0.2924579640330849,0.44492856072429754,0.4106872481030479,0.5670213226399035,1.2711296697893693,0.0020526003162613274,1.107291554969469,-73.05648348946846
49,BO_14,0.15809771275247125,0.1561451462000851,0.18438789911928916,0.17291491817991694,0.11492770700506227,0.2711014670277345,0.17331619225356848,0.11501619571974724,0.2712252612283748,0.2601088613619026,0.12019925264731854,0.1439594648589895,0.212656030654668,0.14263687187830149,0.14946661074259163,0.24344392335884185,0.17119682440159095,0.20065495155062424,0.13763946738566543,0.23457981509228715,0.16285641790890742,1.2739088505799123,0.0017774200128207287,1.1061907635413746,-73.19544252899561
50,BO_15,0.19353211735783862,0.1277630424740676,0.12869041411021423,0.10495932355423412,0.10670239385225172,0.24390007639418207,0.222745381530326,0.29377622829680633,0.14913696557655814,0.2649857522855296,0.29926442801594383,0.25733473905938964,0.25626435102447687,0.22870990491443596,0.17777366286386187,0.2765963485859402,0.2779327894689384,0.22951818046916006,0.20290221082787707,0.23238336368203563,0.10739937018064821,1.2722568365761995,0.0014841712407611045,1.108678631186023,-91.11284182880998
51,BO_16,0.3786995104255934,0.4481009900915811,0.17660606891197517,0.12059427575895022,0.0343366101790985,0.32503833059612713,0.21638646052198238,0.06838586264719422,0.44839014042946485,0.20331859320802007,0.389359401578047,0.011210446234372765,0.45009893712105165,0.13512506380591152,0.31972855932950583,0.062068996284536194,0.33395595610106144,0.41098246494092283,0.10514221077749208,0.4334346174024695,0.24146745858697186,1.271230372750265,0.0016743221910729285,1.1030062078669354,-73.06151863751325
52,BO_17,0.06781530145341766,0.18134275151277515,0.10083289068694574,0.08500667770222721,0.05174247985675845,0.2461752802655574,0.16452577389081138,0.03800586300110037,0.02196929875267838,0.3007441556634541,0.12768584814373157,0.2296906839274855,0.22915871555989398,0.26709310115828716,0.23343023298889418,0.08381162867723704,0.1886688677493901,0.19401398165234335,0.05616984616183731,0.1891899877024228,0.04167691015581061,1.2690874721721817,0.00183047915999263,1.108657414927304,-72.95437360860909
53,BO_18,0.2043300536834025,0.1798205004274436,0.1454485339117582,0.09760646375269194,0.00023440247188269046,0.26929507768836136,0.27751582833469207,0.13559342177160363,0.10904327401054356,0.0033762728190509144,0.19108342367763834,0.05311143478791041,0.17734779607022594,0.2352064212409659,0.20029537916999215,0.27829361335138064,0.08746868767476387,0.13109332052804512,0.2664030922797005,0.049493142514782255,0.27474556118085636,1.2695954656442174,0.0016835921936986832,1.1054369322525062,-78.97977328221087
54,BO_19,0.1852244798195331,0.23325685333813606,0.22570249975751763,0.15670947827062714,0.09539265118801651,0.05186383070965067,0.2398782770876471,0.01914856772191706,0.12307389810201161,0.26742459134803137,0.18060903320734217,0.16875182095944852,0.03081565924674662,0.10885241253397629,0.26046682883871775,0.25295015924558645,0.23226801522006868,0.1281099074016664,0.07657874857715102,0.024957055931925348,0.267243406073186,1.2738068295497376,0.0020991974100256134,1.117339262822464,-73.19034147748688
55,BO_20,0.3762042209415652,0.1003872102578302,0.2376102653270263,0.18409975003493553,0.07234005348098267,0.3407733334907096,0.27874340899010575,0.09403822270732934,0.3899914788213666,0.3402470320056575,0.42145505667161715,0.3848571929390469,0.057608245773512284,0.10045516127566681,0.07016526781663479,0.3569094026263162,0.35355382173070665,0.16651750458183234,0.18222771840093782,0.3936995380877313,0.00911583911014255,1.272244040372349,0.0016681090375664477,1.101647552109772,-67.11220201861745
56,BO_21,0.18787024207016864,0.21892167673116955,0.18424053323658351,0.2265986812124514,0.26739434609216994,0.16842127418030217,0.23938703491595775,0.16924175986639015,0.21689333538635028,0.2617228193067909,0.24196651595949625,0.21352679918309048,0.21842023676608305,0.18040324834934468,0.1743272931587615,0.25560336359955643,0.24950831303209428,0.23776428894767543,0.1997300705949629,0.24748256864972287,0.22451010065464916,1.2726256676318703,0.0017027384971652533,1.1109803393231459,-67.13128338159352
57,BO_22,0.3392060917447751,0.45631291609315006,0.22490729255378786,0.4728672024192978,0.46603024475136773,0.5460052970216155,0.47277580660213225,0.5390243579562982,0.387075400758193,0.4909916287858948,0.4657290378283203,0.08708307395380045,0.44009589310842745,0.2774333300801602,0.5420712923766077,0.10276834025364162,0.04114854694247949,0.47693675745520536,0.3914446744276931,0.1332855933737862,0.2753349208682179,1.2731998459126852,0.001753572265488629,1.0987596038548266,-79.15999229563425
58,BO_23,0.15695329065559852,0.4755735221353491,0.2905378521088924,0.28272059817370626,0.2176804334986206,0.36333932572658234,0.3748888112958767,0.152558049604379,0.4624056683871645,0.4723450469680068,0.45301261035601176,0.19236879760314993,0.3303383953754978,0.47051601170158175,0.12919265550921732,0.47565026367386987,0.4797259758774558,0.24851809072887765,0.4564321487133075,0.14741822738119412,0.4690734250383736,1.26911908293913,0.0018757228421327479,1.1008596659201664,-78.9559541469565
59,BO_24,0.08490753775421479,0.1310088346127076,0.38685875097241135,0.2117259112209704,0.1444613631435275,0.33987268978975055,0.35880962893701285,0.08556361972369854,0.34805587211002476,0.40990458791273177,0.26623261708427837,0.31525730085599746,0.23757029276220387,0.08840669284357833,0.2695027103452736,0.4341961714366275,0.0947717503579867,0.3962357111255107,0.4130075732505238,0.3142612514552525,0.20999376299533773,1.2739730807113752,0.0016152686304114422,1.100972805690673,-79.19865403556875
60,BO_25,0.21766464328744262,0.4323231394902147,0.4076116570495897,0.19349196280886516,0.25900445416654927,0.15748549146302773,0.20923388314677382,0.24370124869306053,0.3763289803281341,0.4509700030374766,0.4391884413939797,0.342842865954451,0.25936223790200874,0.3364371822820932,0.45027107126163346,0.3191526384467821,0.24150195001561497,0.29130712187128815,0.31795686091771863,0.15207469163658505,0.1989784465048887,1.2705534133666752,0.0015247518089493597,1.1206882252463903,-91.02767066833376
61,BO_26,0.3734800523880274,0.1453660447491959,0.13850732236353203,0.10382561892770656,0.286834489637886,0.20559736190131686,0.17786234933695605,0.10516472651706536,0.15625690707279088,0.1531669134302396,0.3732687619852513,0.17958927481063647,0.194769481467244,0.12168033839057439,0.09937216807965434,0.23731840748402447,0.31020724563275165,0.11818034998883843,0.11653443150776005,0.2321145057159195,0.14531234177260843,1.2724474127960754,0.0018634355277412445,1.1024992102691555,-73.12237063980378
62,BO_27,0.308129235863127,0.15417118531078056,0.14770654442696923,0.16926119610061657,0.2682304520652702,0.17030942597461635,0.1515464393626066,0.28752295868333533,0.3182590515153324,0.31677432779268944,0.18702027885296527,0.19463638448592058,0.18096008771441352,0.29077879701885895,0.08918234867954197,0.2443017623996871,0.1642971310472354,0.29749534946191425,0.2624034226410883,0.2348787545054826,0.24225500947819437,1.271647260545773,0.0019097144178462297,1.120914439395107,-97.08236302728865
63,BO_28,0.06963463571470781,0.15640487250766555,0.26568234493457177,0.10398256429355034,0.3738435298609299,0.277654380878086,0.2836727509098338,0.1482351660590917,0.06383749517918742,0.24642145331518744,0.1678549351588231,0.2677531142667189,0.21116937725178922,0.17988753362483634,0.22661591907718792,0.397049389973656,0.23687740310213268,0.13525050894997478,0.14791803496192596,0.38147454689847143,0.3453954197330129,1.2687013458829821,0.0015290794434962224,1.1207682506278382,-72.9350672941491
64,BO_29,0.2265230153908909,0.2157143812084131,0.12444447442621162,0.4126975763288988,0.2965134930269566,0.08290738426803537,0.46104691296076006,0.08452546934405461,0.12369023058391335,0.3510932038281871,0.3082329415213247,0.15639511631568404,0.38006406208122323,0.5136352086475194,0.1788198836924507,0.27748851311102707,0.20199422809578368,0.1392690287286245,0.09369772093316132,0.2916017760019951,0.3032004851360099,1.2684560167473085,0.0018748860021904911,1.1018698106959603,-78.92280083736543
65,BO_30,0.23985583961997284,0.325845474453654,0.28682414523835714,0.3859770357767679,0.3461500764569141,0.42023402385558345,0.4503643957328983,0.47318085032715107,0.19719338713696477,0.3316314673176787,0.419127830734654,0.4701434344333587,0.4818930115903387,0.4571942904570554,0.24952544578484617,0.47884729650240543,0.22757202557894843,0.4677268080856801,0.4958462481062542,0.48798362215897373,0.28792572380181175,1.2690038012631841,0.002038887268082436,1.1095648566628962,-72.95019006315921
